category,product_name,vendor_name,product_capterra_url,url,rating,total_reviews,description,image,_source
Accounting,AME General Ledger,AME Software,https://www.capterra.com/p/69708/AME-General-Ledger/,https://www.capterra.com/p/69708/AME-General-Ledger/,4.5,2,"Unlimited vendors and departments, recurring entry, bank reconciliations, depreciation management and set budgets.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8d07a59f-b858-4e19-9701-66c19815b974.png,https://www.capterra.com/accounting-software
Worship,QuickWorship,Symteric Productions,https://www.capterra.com/p/138028/QuickWorship/,https://www.capterra.com/p/138028/QuickWorship/,4,1,An online-based software created to make day to day elements of worship planning simple and productive. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c08efe80-3caa-431c-8cd0-bcc50358ebab.png,https://www.capterra.com/worship-software
Accounting,Bokio,Bokio,https://www.capterra.com/p/193698/Bokio/,https://www.capterra.com/p/193698/Bokio/,4,2,"Powered by AI, we will help you do your bookkeeping, create, send and track invoices, and file your VAT return - all for free.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/97c66e0d-a684-40e7-bbf2-80a0dede654c.png,https://www.capterra.com/accounting-software
Accounting,Abacus Financials UK,Abacus Financials,https://www.capterra.com/p/206819/Abacus-Financials-UK/,https://www.capterra.com/p/206819/Abacus-Financials-UK/,5,1,"UK & Ireland accounting and financials application on Salesforce. Multi-company, multi-currency and Post-Brexit VAT compliant. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/374d746f-375f-4b40-8f06-7d51c9f16272.png,https://www.capterra.com/accounting-software
Accounting,10 Minute Accounts,Vibaweb,https://www.capterra.com/p/196486/10-Minute-Accounts/,https://www.capterra.com/p/196486/10-Minute-Accounts/,5,1,Accounting software built for PayPal sellers.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f4afcb6d-41cd-4307-9942-510b00332585.png,https://www.capterra.com/accounting-software
Accounting,Bottom Line Accounting Software,Bottom Line Accounting Software,https://www.capterra.com/p/213840/Bottom-Line-Accounting-Software/,https://www.capterra.com/p/213840/Bottom-Line-Accounting-Software/,5,1,"9 fully integrated modules that combine the power & sophistication of ""Complex"" accounting with a simple, easy-to use approach.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0cd1c476-93f1-47fa-8709-87d0d23d7bc4.png,https://www.capterra.com/accounting-software
Retail Management Systems,Accenture Cloud Retail Execution,Accenture,https://www.capterra.com/p/180873/Retail-Execution/,https://www.capterra.com/p/180873/Retail-Execution/,5,13,We are transforming the way CPG companies make decisions leveraging the power of the Salesforce ecosystem and Accenture's expertise.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/dbdae4af-fe3c-4997-a6a7-d51cb95e2050.png,https://www.capterra.com/retail-management-systems-software
Integration,QXchange,CellarStone,https://www.capterra.com/p/170670/Qxchange/,https://www.capterra.com/p/170670/Qxchange/,5,2,"Flexible, easy to use, data integration software for QuickBooks, Salesforce, Excel, and other applications.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/06319e44-27ef-4971-a24e-6b2a855372ce.png,https://www.capterra.com/integration-software
Accounting,Eccountant,Eccountant,https://www.capterra.com/p/182279/Eccountant/,https://www.capterra.com/p/182279/Eccountant/,5,1,Cloud Accounting Software,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/24b7d02f-13a6-4db7-ae24-48fcb583b5b7.png,https://www.capterra.com/accounting-software
Accounting,EZOTO,LegalDocs,https://www.capterra.com/p/191383/EZOTO/,https://www.capterra.com/p/191383/EZOTO/,5,1,"EZOTO is the best app for Billing, Accounting & Banking SMEs of India. Ezoto helps you create GST Invoices, GST filling & registration",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/20155e8f-cc9b-438f-b1e7-5bf232806f54.png,https://www.capterra.com/accounting-software
Accounting,Jortt,Jortt,https://www.capterra.com/p/193440/Jortt/,https://www.capterra.com/p/193440/Jortt/,5,1,"Jortt offers automatic accounting, VAT return, and financial statements for entrepreneurs, foundations, and other associations.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c9c63ef4-2fd2-4d12-bc52-0d2559f25d20.png,https://www.capterra.com/accounting-software
Accounting,My CPA Dashboard,CPA Organizer,https://www.capterra.com/p/177986/My-CPA-Dashboard/,https://www.capterra.com/p/177986/My-CPA-Dashboard/,5,1,"Online solution that helps accounting firms interact with clients, share documents, and assign tasks through centralized dashboards.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/73ee1ec1-2ab2-48c1-90bc-7f5b4a6e2c68.png,https://www.capterra.com/accounting-software
Accounting,Sibrax Accounting,Sibrax Software,https://www.capterra.com/p/216019/Sibrax-Accounting-System/,https://www.capterra.com/p/216019/Sibrax-Accounting-System/,5,1,Accounting system that helps businesses optimize time and maximize their team's productivity across financial activities,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c4e94794-6007-4f99-931c-e107e6db35f8.png,https://www.capterra.com/accounting-software
Accounting,Q6 Cloud Accounting,Q6,https://www.capterra.com/p/203917/Q6-Cloud-Accounting/,https://www.capterra.com/p/203917/Q6-Cloud-Accounting/,5,1,Versatile and user-friendly cloud accounting software package. Plans start from AUD 7.00 per month,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c4f9bc78-a706-43d0-acd4-a6dbc97cf6ad.png,https://www.capterra.com/accounting-software
Quoting,QwikQuote,QuikQuote,https://www.capterra.com/p/114130/QwikQuote/,https://www.capterra.com/p/114130/QwikQuote/,2.7,3,Quoting and invoice software that reduces your quote process into three steps and integrates with your existing system.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8786f529-c2ba-48dc-bbd1-1843669ed889.png,https://www.capterra.com/quoting-software
Quoting,QuoteFX,Quotefx,https://www.capterra.com/p/155726/Quotefx/,https://www.capterra.com/p/155726/Quotefx/,4,3,Cloud-based platform that helps your purchasing department automate their quoting processes.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/bb9141fd-ddd6-46f6-8b41-c6c8bf1a961f.png,https://www.capterra.com/quoting-software
Quoting,Crete Quote,Evolution Quotes,https://www.capterra.com/p/246288/Crete-Quote/,https://www.capterra.com/p/246288/Crete-Quote/,5,2,Crete Quote is a tool built right into a contractor's website to provide an instant price range to their potential customers.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4d63846c-0eb4-43c8-9fa6-cc134651fd03.jpeg,https://www.capterra.com/quoting-software
Quoting,OptiOffer,OptiOffer,https://www.capterra.com/p/205453/OptiOffer/,https://www.capterra.com/p/205453/OptiOffer/,5,2,Changing the way businesses buy & sell equipment and supplies by revolutionizing how product catalogs work.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/2d8675f5-4902-4c25-837a-47e7f657924c.png,https://www.capterra.com/quoting-software
Integration,Google Data Studio Connector for Jira,DOIT-BI,https://www.capterra.com/p/252454/Google-Data-Studio-Connector-for-Jira/,https://www.capterra.com/p/252454/Google-Data-Studio-Connector-for-Jira/,5,1,Google Data Studio Connector for Jira is a data connector that connects the Google Data Studio platform with Jira.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/dd491a1c-8b0f-443a-8f51-2a6187de07e1.png,https://www.capterra.com/integration-software
Integration,FusionEzee,Intellace AI,https://www.capterra.com/p/255676/FusionEzee-Studio/,https://www.capterra.com/p/255676/FusionEzee-Studio/,5,1,On-premise and cloud-based no-code integration tool that enables businesses to replicate and synchronize data in real-time. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/815fcb90-2e35-4dc9-95da-a17f3eb0e543.jpeg,https://www.capterra.com/integration-software
Yard Management,IntelliTrans YardRunner?,DAT Freight and Analytics,https://www.capterra.com/p/204337/YardRunner/,https://www.capterra.com/p/204337/YardRunner/,3.9,8,"Manage your rail yard operations with increased levels of efficiency, hardware integration, and visibility. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7bdb6929-aeb1-4c4e-af94-64fe5a485d9e.png,https://www.capterra.com/yard-management-software
Accounting,MoneySmith,MoneySmith,https://www.capterra.com/p/40059/MoneySmith/,https://www.capterra.com/p/40059/MoneySmith/,4,1,Small business solution with complete double entry accounting.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d54ecae2-fa3d-4365-93f1-f1142316cae7.png,https://www.capterra.com/accounting-software
Retail Management Systems,Milano Retail,Milano Software,https://www.capterra.com/p/123263/Milano-Retail/,https://www.capterra.com/p/123263/Milano-Retail/,3.6,5,Allows businesses to be more organized and professional through efficient management and reporting tools.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6ed49ab2-fdd3-4c34-9f44-98de395148ca.png,https://www.capterra.com/retail-management-systems-software
Accounting,Shoebooks,Shoebooks,https://www.capterra.com/p/128920/Shoebooks/,https://www.capterra.com/p/128920/Shoebooks/,4,1,"Flexible accounting solution with project and job costing functionality, reporting by department, etc. Client owns all the data.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/9a37e5d7-844a-41c9-b38a-0d413450ccfe.png,https://www.capterra.com/accounting-software
Accounting,Contabilit·in Cloud,TeamSystem,https://www.capterra.com/p/230068/Contabilit-in-Cloud/,https://www.capterra.com/p/230068/Contabilit-in-Cloud/,3,1,Accounting in Cloud is the most complete accounting and electronic invoicing software for SMEs.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6d562179-da3a-44c3-84e1-2be752ecad4f.jpeg,https://www.capterra.com/accounting-software
Accounting,Storybooks,JL Hines ,https://www.capterra.com/p/10003433/Storybooks/,https://www.capterra.com/p/10003433/Storybooks/,4,1,Storybooks is a user-friendly accounting solution for small businesses. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/da2e3895-a854-48ab-ae67-fd0b5d20e07e.jpeg,https://www.capterra.com/accounting-software
Quoting,FlatRateNOW,FlatRateNOW,https://www.capterra.com/p/209799/FlatRateNOW/,https://www.capterra.com/p/209799/FlatRateNOW/,5,1,Quoting tool for trade businesses.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/3d95661b-c561-4b7e-87d5-cf4cf3779976.png,https://www.capterra.com/quoting-software
Yard Management,byways,byways,https://www.capterra.com/p/264821/byways/,https://www.capterra.com/p/264821/byways/,5,1,"Cloud-based software that helps suppliers schedule pickups, monitor pending approvals, automate transport coordination, and more. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/eca24451-8b30-4791-b021-9131398356d5.jpeg,https://www.capterra.com/yard-management-software
Yard Management,Gatego,Wego Technologies,https://www.capterra.com/p/229447/Gatego/,https://www.capterra.com/p/229447/Gatego/,5,1,Gatego is a powerful and intuitive cloud-based software that will make your trailer yard easier to manage.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b9061729-c217-44f3-a4c6-a811431dfbba.png,https://www.capterra.com/yard-management-software
Yard Management,R4 Yard,Royal 4 Systems,https://www.capterra.com/p/189574/R4Yard/,https://www.capterra.com/p/189574/R4Yard/,5,1,R4 Yard is a comprehensive yard & dock door management system.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/e29735f6-284e-4d1d-99dd-fa330cebdc6d.png,https://www.capterra.com/yard-management-software
Integration,YepCode,Trileuco Solutions,https://www.capterra.com/p/240484/YepCode/,https://www.capterra.com/p/240484/YepCode/,5,1,YepCode is the all-in-one platform that connects your services and APIs in the most agile way. A swiss-army-knife to be more efficient.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8947f47a-e095-4f15-bb22-bdabf2b9328f.jpeg,https://www.capterra.com/integration-software
Integration,Neanex,Neanex,https://www.capterra.com/p/174801/Neanex/,https://www.capterra.com/p/174801/Neanex/,4,1,This cloud-based solution aims to reduce costs significantly and help zero-email and first-time-right AECO projects become real.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8a41467b-e1e5-496c-ac7b-1b28e8488b10.png,https://www.capterra.com/integration-software
Retail Management Systems,Candela RMS,Lumensoft Technologies,https://www.capterra.com/p/97672/Candela-RMS/,https://www.capterra.com/p/97672/Candela-RMS/,4,3,"Enterprise solution for retail operations, manages sales and optimizes inventory across multiple outlets of a retail organization.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5f871ab7-e630-4511-b7c2-021ba660a146.png,https://www.capterra.com/retail-management-systems-software
Integration,Virtual DataPort,Denodo Technologies,https://www.capterra.com/p/34789/Virtual-DataPort/,https://www.capterra.com/p/34789/Virtual-DataPort/,4,1,"Multi-source, real-time enterprise Information Integration and web automation solution for midsize and large businesses.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ce35a87b-97bc-44b5-afbe-7d94fc0ef256.png,https://www.capterra.com/integration-software
Retail Management Systems,emFace,Laputab,https://www.capterra.com/p/153769/emFace/,https://www.capterra.com/p/153769/emFace/,5,2,"Leading retail execution system built on Salesforce.com. Supports iOS, Android and built for Mobile Sales, Merchandisers, & Promoters.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7c1fe843-56cd-46e1-b4af-0c863d816de7.png,https://www.capterra.com/retail-management-systems-software
Yoga Studio,Taramala,Taramala,https://www.capterra.com/p/208226/Taramala/,https://www.capterra.com/p/208226/Taramala/,4.9,22,"Yoga software simplified. Bring your studio online with simple setup waivers, member subscriptions, class packs and support for events.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/98025b91-2903-4d2b-8d3d-93ff0fff89bb.png,https://www.capterra.com/yoga-studio-software
Retail Management Systems,Telnet Data,Telnet Servizi,https://www.capterra.com/p/209076/Telnet-Data/,https://www.capterra.com/p/209076/Telnet-Data/,5,2,"eCommerce management tool for that includes attendance management, access control, warehouse logistics, marketplace integration & more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/df670884-b026-4208-9e19-ac3589b98c24.png,https://www.capterra.com/retail-management-systems-software
Retail Management Systems,Bsale,Bsale,https://www.capterra.com/p/196368/Bsale/,https://www.capterra.com/p/196368/Bsale/,4.5,2,Sistema de Ventas y Gesti? Comercial. Ordena tu negocio y vende m? con Bsale.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7337e77d-e71b-44b2-9529-a1ef61cfe739.png,https://www.capterra.com/retail-management-systems-software
Retail Management Systems,KENMerchant,Swash Convergence Technologies,https://www.capterra.com/p/154272/KENMerchant/,https://www.capterra.com/p/154272/KENMerchant/,4.5,2,"Enables retailers to convey an end to end retail software solution that unites POS, CRM, ecommerce, inventory, & marketing.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f1fa84cd-0839-45b3-9ae0-b1a7078bd633.png,https://www.capterra.com/retail-management-systems-software
Retail Management Systems,Posential POS,Posential,https://www.capterra.com/p/177511/Point-of-sale/,https://www.capterra.com/p/177511/Point-of-sale/,3.5,2,"POS retail management solution that enables businesses to track daily stock consumption, sales, bills generated, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/72566637-666d-4caa-94b7-464606efb229.png,https://www.capterra.com/retail-management-systems-software
